x, y
1995.227379721038, -0.2811816129891127
1996.024123891999, -0.23896389775231897
1997.0485043421088, -0.21081875426112312
1998.1867086631064, -0.15452823107456642
1999.0972728840793, -0.11231027963360768
2000.2354772050767, -0.07009256439681394
2001.1460414260498, -0.04898347057425201
2003.3086261971573, -0.006765755337458268
2005.0159345890909, 0.017861363319420565
2007.7476234311348, 0.04952476784909843
2008.8858277521322, 0.08822445825157521
2010.4793122731785, 0.14099672039964994
2012.4142607651368, 0.1902509577134076
2014.3492054362198, 0.23950495882300027
2017.6499983492, 0.30635002892083796
2019.6987668911704, 0.36264031590322965
2021.406071462229, 0.40837629217850535
2024.1377603042727, 0.4892939340219409
2026.5279851754046, 0.5526207430812966
2030.5116983884582, 0.6194655769749691
2033.5848512014138, 0.6757561001615258
2036.2027238143205, 0.7179739335004021
2038.70677255634, 0.7566736239028788
2041.096997427472, 0.7848187673940747
2042.9181258694177, 0.812964028987353
2046.2189187823979, 0.8587000052626288
2048.8367837535543, 0.8903634097923065
2051.113192395549, 0.9009178386015051
2053.16196093752, 0.9079541244743041
2055.21072947949, 0.911472385512786
2057.2594980214603, 0.9290631001947833
2059.422082792568, 0.9396175290039819
2061.4708513345386, 0.9396175290039819
2063.8610762056705, 0.9396175290039819
2066.2513087185525, 0.9466538148767807
2068.5277097187973, 0.9572083617880618
2070.4626620316308, 0.9572083617880618
2072.397606702714, 0.9536902188516623
2073.6496310737234, 0.9466538148767807
2075.1292955447575, 0.9466538148767807
2077.291880315865, 0.9431356719403814
2079.6821128287474, 0.9396175290039819
2081.5032412706933, 0.9325812431311828
2083.438178300026, 0.9290631001947833
2084.9178504128104, 0.918508671385585
2086.9666189547806, 0.8938815527287061
2088.4462757840647, 0.8903634097923065
2090.8365082969467, 0.8903634097923065
2092.4299966388685, 0.8833271239195077
2094.251117439064, 0.8762908380467087
2096.7551661810835, 0.8622181481990283
2098.917750952191, 0.844627433517031
2101.080351006799, 0.844627433517031
2103.0152880361316, 0.8340730047078324
2104.950240348965, 0.827036600732951
2106.088448490838, 0.8094458860509537
2108.2510332619454, 0.7953733143053556
2109.616873862092, 0.7848187673940747
2111.3241784331503, 0.7883369103304743
2113.1453145168466, 0.7813006244576752
2114.738787575268, 0.7672280527120774
2116.3322759171892, 0.7601917668392784
2118.039580488248, 0.746119076991598
2119.5192526010323, 0.7355646481823994
2120.771276972042, 0.7390827911187989
2122.4785815431005, 0.7355646481823994
2123.958238372384, 0.7355646481823994
2125.324094256032, 0.7250102193732011
2126.6899348561783, 0.7074193865891212
2128.169597416775, 0.7039012436527217
2130.6736461587943, 0.6898286719071238
2132.7224147007646, 0.6968649577799226
2133.8606228426374, 0.7003831007163221
2135.4541111845588, 0.6863105289707243
2137.8443284139407, 0.6616835284159279
2140.5760248977344, 0.654647006338964
2143.307706098028, 0.647610720466165
2145.8117548400473, 0.647610720466165
2147.746707152881, 0.6335381487205671
2149.795475694851, 0.6300201238862502
